取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/11/16 21:19:36,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02134863114887962624
2025/11/16 18:02:33,844,-,-,-,-,-,支払い,吉野家 - 三軒茶屋店,"PayPayポイント (11円), PayPay残高 (833円)",-,-,04845909826844688389
2025/11/16 18:02:32,-,4,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04845909826844688389
2025/11/16 18:02:19,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02134761427242336273
2025/11/16 01:10:56,-,30,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04845388443585093633
2025/11/16 01:10:56,"6,000",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,PayPay残高,-,-,04845388443585093633
2025/11/16 01:10:33,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02134239975262920704
2025/11/16 01:03:33,320,-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02134236367489343488
2025/11/15 17:32:45,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04845152297693233153
2025/11/15 17:32:45,302,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04845152297693233153
2025/11/15 12:59:47,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04845011611744141326
2025/11/15 12:59:47,882,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (5円), PayPay残高 (877円)",-,-,04845011611744141326
2025/11/14 22:35:39,185,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04844566249406005249
2025/11/14 18:41:08,871,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04844445380435869697
2025/11/14 18:41:08,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04844445380435869697
2025/11/14 11:40:43,"1,081",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (9円), PayPay残高 (1,072円)",-,-,04844228690746327047
2025/11/14 11:40:42,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04844228690746327047
2025/11/14 10:03:23,-,"1,500",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_0a84d9eb-a534-445d-85d8-50fb858464f3_sppf
2025/11/13 23:16:31,"5,500",-,-,-,-,-,送った金額,はらだれお,PayPay残高,-,-,02132696853642027009
2025/11/13 23:16:15,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02132696724793835520
2025/11/13 14:13:11,"1,026",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04843565109709168642
2025/11/13 14:13:11,-,5,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04843565109709168642
2025/11/13 14:12:44,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02132416589847085067
2025/11/13 13:30:17,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04843542990627512326
2025/11/13 13:30:17,327,-,-,-,-,-,支払い,セブン-イレブン - 銀座１丁目桜通り,PayPay残高,-,-,04843542990627512326
2025/11/13 11:48:56,-,12,-,-,-,-,ポイント、残高の獲得,ユニクロ,PayPayポイント,-,-,04843490755235201028
2025/11/13 11:48:56,"2,580",-,-,-,-,-,支払い,ユニクロ - キャロットタワー三軒茶屋とうきゅう店,"PayPayポイント (11円), PayPay残高 (2,569円)",-,-,04843490755235201028
2025/11/13 11:48:49,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02132342424351711234
2025/11/12 21:20:51,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04843043348492034051
2025/11/12 21:20:51,811,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04843043348492034051
2025/11/12 12:06:24,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04842757587137421324
2025/11/12 12:06:24,"1,209",-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (1円), PayPay残高 (1,208円)",-,-,04842757587137421324
2025/11/12 12:06:18,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02131609264844365843
2025/11/11 23:48:29,926,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04842377276373917697
2025/11/11 23:48:29,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04842377276373917697
2025/11/11 20:28:12,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04842274042539933696
2025/11/11 20:28:12,393,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04842274042539933696
2025/11/11 16:39:07,549,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04842155982478893060
2025/11/11 16:39:07,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04842155982478893060
2025/11/11 14:20:51,-,1,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04842084711790927875
2025/11/11 14:20:51,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04842084711790927875
2025/11/10 22:11:02,"3,500",-,-,-,-,-,支払い,Agu hair - Agu hair jaya,PayPay残高,-,-,04841584880676093954
2025/11/10 22:11:02,-,17,-,-,-,-,ポイント、残高の獲得,Agu hair,PayPayポイント,-,-,04841584880676093954
2025/11/10 22:10:53,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02130436515434340367
2025/11/10 19:19:13,697,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04841496327040335876
2025/11/10 19:19:13,-,3,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04841496327040335876
2025/11/10 14:22:38,149,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04841343460564385800
2025/11/10 11:55:31,-,11,-,-,-,-,ポイント、残高の獲得,anydeli,PayPayポイント,-,-,04841267637212258311
2025/11/10 11:55:31,"2,360",-,-,-,-,-,支払い,anydeli,"PayPayポイント (9円), PayPay残高 (2,351円)",-,-,04841267637212258311
2025/11/10 11:55:30,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02130119349279334421
2025/11/10 00:28:42,592,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04840913663187427329
2025/11/10 00:28:42,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04840913663187427329
2025/11/09 20:39:08,"1,269",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04840795336838455301
2025/11/09 20:39:07,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04840795336838455301
2025/11/09 17:14:17,498,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04840689766542196737
2025/11/09 17:14:17,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04840689766542196737
2025/11/09 17:14:13,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02129541452839731201
2025/11/09 12:51:44,-,5,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04840554440712757252
2025/11/09 12:51:44,"1,138",-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,"PayPayポイント (3円), PayPay残高 (1,135円)",-,-,04840554440712757252
2025/11/09 12:51:35,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02129406092650332160
2025/11/08 22:55:31,577,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04840123457924079618
2025/11/08 22:55:30,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04840123457924079618
2025/11/08 12:02:58,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04839787136214958098
2025/11/08 12:02:58,983,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04839787136214958098
2025/11/08 12:02:54,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02128638822512828431
2025/11/08 03:09:00,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04839511931890900994
2025/11/08 03:09:00,876,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (4円), PayPay残高 (872円)",-,-,04839511931890900994
2025/11/08 03:08:56,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02128363618188312576
2025/11/07 19:52:50,677,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04839287141892620290
2025/11/07 19:52:50,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04839287141892620290
2025/11/07 13:04:09,-,3,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04839076499516309510
2025/11/07 13:04:09,744,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (47円), PayPay残高 (697円)",-,-,04839076499516309510
2025/11/06 12:02:06,-,9,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04838302348841050119
2025/11/06 12:02:06,"1,917",-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (12円), PayPay残高 (1,905円)",-,-,04838302348841050119
2025/11/06 12:01:40,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02127153854749540356
2025/11/05 16:13:53,576,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04837689955224141824
2025/11/05 16:13:53,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04837689955224141824
2025/11/05 11:47:05,-,11,-,-,-,-,ポイント、残高の獲得,そうごう薬局,PayPayポイント,-,-,04837552438960807942
2025/11/05 11:47:05,"2,360",-,-,-,-,-,支払い,そうごう薬局 - そうごう薬局　三軒茶屋店,PayPay残高,-,-,04837552438960807942
2025/11/05 11:46:48,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02126404022179143692
2025/11/05 11:33:46,"2,430",-,-,-,-,-,支払い,三茶クリニック,"PayPayポイント (8円), PayPay残高 (2,422円)",-,-,04837545575603568642
2025/11/05 11:33:45,-,12,-,-,-,-,ポイント、残高の獲得,三茶クリニック,PayPayポイント,-,-,04837545575603568642
2025/11/05 11:33:36,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02126397218951274498
2025/11/04 14:28:53,"3,083",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (4円), PayPay残高 (3,079円)",-,-,04836893668286193665
2025/11/04 14:28:53,-,15,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04836893668286193665
2025/11/04 14:28:32,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02125745208555683848
2025/11/04 02:22:35,788,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04836519336116781056
2025/11/04 02:22:35,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04836519336116781056
2025/11/04 02:22:31,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02125371022414766080
2025/11/03 18:53:27,118,-,-,-,-,-,支払い,セブン-イレブン - 渋谷道玄坂,PayPay残高,-,-,04836287854559748097
2025/11/03 18:10:50,"1,628",-,-,-,-,-,支払い,ミネドラッグ - ミネドラッグ　三軒茶屋店,PayPay残高,-,-,04836265890096734208
2025/11/03 18:10:50,-,8,-,-,-,-,ポイント、残高の獲得,ミネドラッグ,PayPayポイント,-,-,04836265890096734208
2025/11/03 16:58:45,-,1,-,-,-,-,ポイント、残高の獲得,ミネドラッグ,PayPayポイント,-,-,04836228730039582730
2025/11/03 16:58:45,267,-,-,-,-,-,支払い,ミネドラッグ - ミネドラッグ　三軒茶屋店,PayPay残高,-,-,04836228730039582730
2025/11/03 12:43:52,-,3,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04836097364169646090
2025/11/03 12:43:52,727,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (1円), PayPay残高 (726円)",-,-,04836097364169646090
2025/11/02 19:47:21,"18,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02124425176126644244
2025/11/02 19:47:08,-,"18,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02124425064457904159
2025/11/02 14:48:59,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04835419678459461640
2025/11/02 14:48:59,230,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04835419678459461640
2025/11/02 14:24:29,"1,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02124258780503670784
2025/11/02 14:19:46,"1,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02124256340962197504
2025/11/02 13:47:04,"1,290",-,-,-,-,-,支払い,ＡＦＵＲＩ - ＡＦＵＲＩ三軒茶屋店,"PayPayポイント (4円), PayPay残高 (1,286円)",-,-,04835387766851837955
2025/11/02 13:47:03,-,6,-,-,-,-,ポイント、残高の獲得,ＡＦＵＲＩ,PayPayポイント,-,-,04835387766851837955
2025/11/01 20:29:44,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02123704849981808657
2025/11/01 19:03:28,"5,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02123660388480131081
2025/11/01 19:03:17,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02123660302581268488
2025/11/01 18:43:09,-,23,-,-,-,-,ポイント、残高の獲得,新宿天然温泉テルマー湯,PayPayポイント,-,-,04834798196691673092
2025/11/01 18:43:09,"4,790",-,-,-,-,-,支払い,新宿天然温泉テルマー湯,"PayPayポイント (6円), PayPay残高 (4,784円)",-,-,04834798196691673092
2025/11/01 18:42:34,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02123649616702406685
2025/11/01 11:24:43,"2,500",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02123423959120396288
2025/11/01 11:24:34,776,-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02123423873220952064
2025/11/01 11:18:46,"1,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02123420883923779588
2025/10/31 23:07:26,"2,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02123043966183825410
2025/10/31 17:03:45,568,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,PayPay残高,-,-,04834004804563861504
2025/10/31 17:03:45,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04834004804563861504
2025/10/31 11:15:52,865,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,"PayPayポイント (4円), PayPay残高 (861円)",-,-,04833825506858565632
2025/10/31 11:15:52,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04833825506858565632
2025/10/31 01:59:23,-,1,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04833538688942604289
2025/10/31 01:59:23,293,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04833538688942604289
2025/10/31 01:38:24,-,52,-,-,-,-,ポイント、残高の獲得,Darts UP,PayPayポイント,-,-,04833527874214690818
2025/10/31 01:38:24,"10,450",-,-,-,-,-,支払い,Darts UP - 渋谷道玄坂,PayPay残高,-,-,04833527874214690818
2025/10/31 01:38:09,-,"20,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02122379466024034309
2025/10/30 23:02:35,"3,400",-,-,-,-,JP,送った金額,もっちゃん,PayPay残高,-,-,02122299287572930570
2025/10/30 23:01:15,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02122298600378679312
2025/10/30 21:24:14,"5,000",-,-,-,-,-,送った金額,あいり,PayPay残高,-,-,02122248598368960520
2025/10/30 21:24:12,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02122248581189738506
2025/10/30 13:57:39,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04833166710414606337
2025/10/30 13:57:39,593,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04833166710414606337
2025/10/30 08:28:20,230,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (8円), PayPay残高 (222円)",-,-,04832996990487863297
2025/10/30 08:28:20,-,1,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04832996990487863297
2025/10/30 08:28:16,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02121848676784709632
2025/10/28 22:20:20,163,-,-,-,-,-,支払い,ローソン - 上馬二丁目,PayPay残高,-,-,04831941450734944257
2025/10/28 18:39:23,599,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04831827573971902468
2025/10/28 18:39:22,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04831827573971902468
2025/10/28 12:55:10,849,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (6円), PayPay残高 (843円)",-,-,04831650174642814977
2025/10/28 12:55:10,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04831650174642814977
2025/10/28 12:55:07,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02120501860940070928
2025/10/28 00:42:31,561,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04831272569707790337
2025/10/28 00:42:31,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04831272569707790337
2025/10/28 00:42:26,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02120124238825472008
2025/10/27 20:07:39,581,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04831130895914835974
2025/10/27 20:07:38,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04831130895914835974
2025/10/27 13:10:35,876,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (5円), PayPay残高 (871円)",-,-,04830915949981687811
2025/10/27 13:10:35,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04830915949981687811
